filme,decada,score,nacionalidade,genero
"Disaster Artist, The",2010,3,USA,Biography
"Shape of Water, The",2010,3,USA,Drama
"Three Billboards Outside Ebbing, Missouri",2010,3,USA,Comedy
Wonder Wheel,2010,3,USA,Drama
Mudbound,2010,3,USA,Drama
Kidnap,2010,3,USA,Action
Jumanji: Welcome to the Jungle,2010,3,USA,Action
Bright,2010,3,USA,Action
Call Me by Your Name,2010,3,USA,Drama
Wilson,2010,3,USA,Comedy
All the Money in the World,2010,2,USA,Crime
Downsizing,2010,1,USA,Drama
Bushwick,2010,3,USA,Action
Creep 2,2010,0,USA,Crime
"Greatest Showman, The",2010,3,USA,Biography
"Dinner, The",2010,3,USA,Crime
Pitch Perfect 3,2010,3,USA,Comedy
Cherry Pop,2010,0,USA,Comedy
Disco,2010,3,USA,Comedy
"Jesus, Bro!",2010,1,USA,Comedy
Descendants 2,2010,3,USA,Action
A Ghost Story,2010,1,USA,Drama
Phantom Thread,2010,3,USA,Drama
Darkest Hour,2010,2,USA,Drama
Hostiles,2010,3,USA,Drama
Daddy&#39;s Home 2,2010,3,USA,Comedy
"Roman J. Israel, Esq.",2010,3,USA,Crime
Beach Rats,2010,3,USA,Drama
Mayhem,2010,3,USA,Action
Ferdinand,2010,3,USA,Animation
Loving Vincent,2010,1,USA,Animation
Mom and Dad,2010,3,USA,Comedy
1922,2010,1,USA,Crime
Going In Style,2010,1,USA,Comedy
"Killing of a Sacred Deer, The",2010,3,USA,Drama
Fun Mom Dinner,2010,3,USA,Comedy
A Bad Moms Christmas,2010,3,USA,Comedy
Thoroughbreds,2010,3,USA,Comedy
"Post, The",2010,3,USA,Biography
Lucky,2010,2,USA,Comedy
I Kill Giants,2010,3,USA,Drama
My Friend Dahmer,2010,1,USA,Biography
"Glass Castle, The",2010,3,USA,Biography
Baywatch,2010,1,USA,Action
Fist Fight,2010,3,USA,Comedy
How to Be a Latin Lover,2010,2,USA,Comedy
Flower,2010,3,USA,Comedy
You Get Me,2010,3,USA,Crime
A Dog&#39;s Purpose,2010,1,USA,Adventure
All Eyez On Me,2010,1,USA,Biography
Sharknado 5: Global Swarming,2010,3,USA,Action
"Endless, The",2010,1,USA,Drama
"Breadwinner, The",2010,3,USA,Animation
Diary of a Wimpy Kid: The Long Haul,2010,0,USA,Adventure
First Reformed,2010,1,USA,Drama
"Mountain Between Us, The",2010,3,USA,Drama
That&#39;s Not Me,2010,3,USA,Comedy
Disobedience,2010,3,USA,Drama
Gemini,2010,3,USA,Crime
Signature Move,2010,3,USA,Comedy
Mark Felt: The Man Who Brought Down the White House,2010,2,USA,Biography
Rings,2010,2,USA,Drama
"Wife, The",2010,3,USA,Drama
Unicorn Store,2010,3,USA,Comedy
Mr. Roosevelt,2010,3,USA,Comedy
Mary Shelley,2010,3,USA,Biography
War Machine,2010,0,USA,Comedy
Burning Sands,2010,2,USA,Drama
Princess Cyd,2010,3,USA,Drama
Sun Dogs,2010,2,USA,Comedy
"Lears, The",2010,3,USA,Comedy
A Royal Winter,2010,3,USA,Drama
Get My Gun,2010,3,USA,Horror
Stephanie,2010,3,USA,Horror
12 feet deep,2010,3,USA,Horror
What Did Jack Do?,2010,0,USA,Short
Bigfoot: Blood Trap,2010,0,USA,Drama
Novitiate,2010,3,USA,Drama
Landline,2010,3,USA,Comedy
"Female Brain, The",2010,3,USA,Comedy
Tragedy Girls,2010,3,USA,Comedy
Different Flowers,2010,3,USA,Drama
Outside In,2010,3,USA,Drama
"Assignment, The",2010,1,USA,Action
Dead Body,2010,2,USA,Horror
Cult of Chucky,2010,3,USA,Horror
Columbus,2010,3,USA,Drama
Ocean&#39;s 8,2010,3,USA,Action
Truth or Dare,2010,3,USA,Horror
Leave No Trace,2010,3,USA,Adventure
Pacific Rim: Uprising,2010,3,USA,Action
Red Sparrow,2010,3,USA,Action
Hereditary,2010,3,USA,Drama
Maze Runner: The Death Cure,2010,3,USA,Action
Black Panther,2010,3,USA,Action
Early Man,2010,1,USA,Animation
Annihilation,2010,3,USA,Adventure
Game Night,2010,3,USA,Action
"Cloverfield Paradox, The",2010,3,USA,Action
"Love, Simon",2010,1,USA,Comedy
Hearts Beat Loud,2010,3,USA,Comedy
Z-O-M-B-I-E-S,2010,3,USA,Adventure
Isle of Dogs,2010,3,USA,Animation
When We First Met,2010,2,USA,Comedy
Tomb Raider,2010,3,USA,Action
Ready Player One,2010,3,USA,Action
My Little Pony Equestria Girls: Forgotten Friendship,2010,3,USA,Animation
"Titan, The",2010,2,USA,Drama
Life of the Party,2010,3,USA,Comedy
A Quiet Place,2010,3,USA,Drama
Avengers: Infinity War,2010,3,USA,Action
"Guernsey Literary and Potato Peel Pie Society, The",2010,3,USA,Drama
Sorry to Bother You,2010,1,USA,Comedy
"Kissing Booth, The",2010,3,USA,Comedy
Pass Over,2010,0,USA,Drama
Deadpool 2,2010,2,USA,Action
Ant-Man and the Wasp,2010,3,USA,Action
Tully,2000,0,USA,Drama
American Animals,2010,1,USA,Biography
Solo: A Star Wars Story,2010,2,USA,Action
"Man Who Killed Don Quixote, The",2010,1,USA,Adventure
Tag,2010,3,USA,Action
Incredibles 2,2010,3,USA,Animation
Alex Strangelove,2010,2,USA,Comedy
Set It Up,2010,3,USA,Comedy
Jurassic World: Fallen Kingdom,2010,3,USA,Action
Mamma Mia! Here We Go Again,2010,3,USA,Comedy
Mission Impossible: Fallout,2010,1,USA,Action
"First Purge , The",2010,3,USA,Action
Teen Titans Go! To the Movies,2010,3,USA,Animation
Blindspotting,2010,1,USA,Comedy
Eighth Grade,2010,3,USA,Comedy
"Spy Who Dumped Me, The",2010,3,USA,Action
Christopher Robin,2010,2,USA,Adventure
I Feel Pretty,2010,3,USA,Comedy
BlacKkKlansman,2010,3,USA,Biography
"Meg, The",2010,3,USA,Action
Crazy Rich Asians,2010,3,USA,Comedy
"Darkest Minds, The",2010,3,USA,Action
Rampage,2010,3,USA,Action
To All the Boys I&#39;ve Loved Before,2010,3,USA,Comedy
Alpha,2010,0,USA,Action
6 Balloons,2010,3,USA,Drama
Slender Man,2010,3,USA,Horror
"Predator, The",2010,1,USA,Action
A Simple Favor,2010,3,USA,Comedy
Nappily Ever Aftet,2010,3,USA,Comedy
Johnny English Strikes Again,2010,1,USA,Action
"House with a Clock in Its Walls, The",2010,1,USA,Comedy
Smallfoot,2010,3,USA,Animation
A Star Is Born,1950,1,USA,Drama
Venom,2010,1,USA,Action
Blockers,2010,3,USA,Comedy
Sierra Burgess Is a Loser,2010,3,USA,Comedy
Apostle,2010,3,USA,Drama
First Man,2010,3,USA,Biography
Halloween,1970,3,USA,Horror
"Girl in the Spider&#39;s Web, The",2010,3,USA,Action
A Wrinkle in Time,2010,3,USA,Adventure
Mandy,2010,3,USA,Action
Bohemian Rhapsody,2010,2,USA,Biography
Suspiria,2010,3,USA,Drama
Searching,2010,1,USA,Drama
Book Club,2010,3,USA,Comedy
Spider-Man : Into the Spider-Verse,2010,1,USA,Animation
Fantastic Beasts: The Crimes of Grindelwald,2010,2,USA,Adventure
Can You Ever Forgive Me?,2010,3,USA,Biography
Please Stand By,2010,3,USA,Comedy
"Favourite, The",2010,3,USA,Biography
Widows,2010,3,USA,Crime
Ralph Breaks the Internet,2010,3,USA,Animation
Hold the Dark,2010,1,USA,Action
Aquaman,2010,3,USA,Action
"Ballad of Buster Scruggs, The",2010,1,USA,Comedy
"Hate U Give, The",2010,3,USA,Crime
Mid90s,2010,1,USA,Comedy
Dog Days,2010,3,USA,Comedy
Green Book,2010,1,USA,Biography
Dumplin&#39;,2010,3,USA,Comedy
Creed II,2010,3,USA,Action
Wildling,2010,3,USA,Drama
Colette,2010,3,USA,Biography
Roma,2010,3,USA,Drama
Mortal Engines,2010,3,USA,Action
Mary Queen of Scots,2010,3,USA,Biography
Bird Box,2010,3,USA,Horror
Mary Poppins Returns,2010,3,USA,Adventure
Vice,2010,3,USA,Action
"Old Man &amp; the Gun, The",2010,1,USA,Biography
Skate Kitchen,2010,3,USA,Drama
Free Solo,2010,1,USA,Documentary
Overboard,1980,3,USA,Comedy
Bumblebee,2010,3,USA,Action
On the Basis of Sex,2010,3,USA,Biography
If Beale Street Could Talk,2010,3,USA,Drama
Ben Is Back,2010,3,USA,Drama
"Miseducation of Cameron Post, The",2010,3,USA,Comedy
Dude,2010,3,USA,Comedy
"Sisters Brothers, The",2010,1,USA,Drama
Stan &amp; Ollie,2010,3,USA,Biography
"Mule, The",2010,2,USA,Crime
First Match,2010,3,USA,Drama
Cam,2010,3,USA,Drama
"Nutcracker and the Four Realms, The",2010,3,USA,Adventure
A private war,2010,1,USA,Biography
"Miracle Season, The",2010,3,USA,Drama
Assassination Nation,2010,3,USA,Action
Greta,2010,3,USA,Drama
Instant Family,2010,3,USA,Comedy
Vox Lux,2010,3,USA,Drama
Robin Hood,1970,3,USA,Animation
Don&#39;t Leave Home,2010,3,USA,Horror
Bullitt County,2010,3,USA,Action
Destination Wedding,2010,0,USA,Comedy
Destroyer,2010,3,USA,Action
My Little Pony Equestria Girls: Rollercoaster of Friendship,2010,3,USA,Animation
"Front Runner, The",2010,2,USA,Biography
Wild Rose,2010,3,USA,Drama
Jonathan,2010,1,USA,Drama
Den of thieves,2010,2,USA,Action
Jane Fonda in Five Acts,2010,3,USA,Documentary
You,2010,3,USA,Crime
"Honor List, The",2010,3,USA,Adventure
Deep Murder,2010,3,USA,Comedy
I Like Me,2010,3,USA,Comedy
Swiped,2010,2,USA,Comedy
Support the Girls,2010,3,USA,Comedy
Sgt. Stubby: An American Hero,2010,0,USA,Animation
Boy Erased,2010,1,USA,Biography
Bad Times at the El Royale,2010,2,USA,Crime
Second Act,2010,1,USA,Comedy
fifty shade freed,2010,1,USA,Drama
Lords of Chaos,2010,0,USA,Biography
Welcome to Marwen,2010,2,USA,Biography
NIght School,2010,3,USA,Comedy
"Chaperone, The",2010,3,USA,Drama
"Happytime Murders, The",2010,3,USA,Action
Egg,2010,3,USA,Comedy
Constantine: City of Demons,2010,2,USA,Animation
"Public, The",2010,3,USA,Drama
Saints Rest,2010,3,USA,Drama
Tyler Perry&#39;s Acrimony,2010,1,USA,Drama
Braven,2010,3,USA,Action
We Have Always Lived in the Castle,2010,3,USA,Drama
Snapshots,2010,3,USA,Drama
Tau,2010,3,USA,Horror
Ophelia,2010,3,USA,Drama
"Grinch, The",2010,3,USA,Animation
"Transcendents, The",2010,3,USA,Music
Banana Split,2010,3,USA,Comedy
Capernaum,2010,3,USA,Drama
"Princess Switch, The",2010,3,USA,Comedy
"Last Sharknado: It&#39;s About Time, The",2010,3,USA,Action
Furlough,2010,3,USA,Comedy
Delirium,2010,1,USA,Horror
Ask for Jane,2010,3,USA,Drama
Upgrade,2010,2,USA,Action
Anon,2010,0,USA,Crime
She-Ra and the Princesses of Power,2010,3,USA,Animation
Bethany Hamilton: Unstoppable,2010,1,USA,Documentary
Zoe,2010,3,USA,Drama
Timeless,2010,3,USA,Action
Daphne &amp; Velma,2010,3,USA,Action
"Strangers: Prey At Night, The",2010,3,USA,Horror
Wild Nights with Emily,2010,3,USA,Comedy
Luke Cage,2010,1,USA,Action
Sherlock Gnomes,2010,3,USA,Animation
Next Gen,2010,3,USA,Animation
Lizzie,2010,1,USA,Biography
Life Itself,2010,3,USA,Drama
Operation Finale,2010,1,USA,Biography
Where Hands Touch,2010,3,USA,Drama
Charlie Says,2010,3,USA,Biography
Fast Color,2010,3,USA,Drama
Beautiful Boy,2010,1,USA,Biography
Hanalei Bay,2010,0,USA,Drama
Hotel Artemis,2010,3,USA,Action
Overlord,2010,0,USA,Action
Bad Samaritan,2010,1,USA,Crime
Batman Ninja,2010,1,USA,Animation
Batman: Gotham By Gaslight,2010,1,USA,Animation
Freaks,1930,2,USA,Drama
Hotel Mumbai,2010,2,USA,Action
High Life,2010,3,USA,Drama
Peter Rabbit,2010,3,USA,Animation
Black Mirror: Bandersnatch,2010,1,USA,Drama
Clara,2010,1,USA,Drama
"Hurricane Heist, The",2010,1,USA,Action
Home,2010,3,USA,Animation
"Wedding Ringer, The",2010,3,USA,Comedy
Ex Machina,2010,1,USA,Drama
Strange Magic,2010,3,USA,Animation
Mortdecai,2010,1,USA,Action
Jupiter Ascending,2010,3,USA,Action
"SpongeBob Movie: Sponge Out of Water, The",2010,2,USA,Animation
Fifty Shades of Grey,2010,3,USA,Drama
"DUFF, The",2010,3,USA,Comedy
Chappie,2010,1,USA,Action
"Three Es, The",2010,3,USA,Drama
Insurgent,2010,3,USA,Action
"Lazarus Effect, The",2010,3,USA,Horror
Furious 7,2010,3,USA,Action
Avengers: Age of Ultron,2010,3,USA,Action
Do You Believe?,2010,3,USA,Drama
True Story,2010,1,USA,Biography
Septembers of Shiraz,2010,3,USA,Thriller
Bound,1990,3,USA,Crime
Pitch Perfect 2,2010,3,USA,Comedy
Far From the Madding Crowd,2010,3,USA,Drama
Mad Max: Fury Road,2010,3,USA,Action
Almost Mercy,2010,2,USA,Horror
Focus,2010,1,USA,Comedy
Inside Out,2010,3,USA,Animation
Spy,2010,3,USA,Action
Tomorrowland,2010,3,USA,Action
"Age of Adaline, The",2010,3,USA,Drama
A Little Chaos,2010,3,USA,Drama
Drunk Wedding,2010,2,USA,Comedy
World of Tomorrow,2010,3,USA,Animation
San Andreas,2010,3,USA,Action
Woman in Gold,2010,3,USA,Biography
Bessie,2010,3,USA,Biography
Insidious: Chapter 3,2010,3,USA,Horror
Last Knights,2010,1,USA,Action
Run All Night,2010,1,USA,Action
VANish,2010,1,USA,Action
Entourage,2010,2,USA,Comedy
Jurassic World,2010,3,USA,Action
Testament of Youth,2010,3,USA,Biography
"Gunman, The",2010,1,USA,Action
Get Hard,2010,1,USA,Comedy
"Phoenix Project, The",2010,0,USA,Drama
Minions,2010,3,USA,Animation
Terminator Genisys,2010,0,USA,Action
Ted 2,2010,1,USA,Comedy
Child 44,2010,2,USA,Crime
"Overnight, The",2010,3,USA,Comedy
Trainwreck,2010,3,USA,Comedy
Ant-Man,2010,2,USA,Action
"Second Best Exotic Marigold Hotel, The",2010,3,USA,Comedy
Southpaw,2010,2,USA,Action
Pixels,2010,1,USA,Action
Barely Lethal,2010,3,USA,Action
Magic Mike XXL,2010,3,USA,Comedy
Irrational Man,2010,2,USA,Comedy
Grandma,2010,3,USA,Comedy
Descendants,2010,3,USA,Comedy
Papertowns,2010,2,USA,Adventure
Mission: Impossible - Rogue Nation,2010,0,USA,Action
Tangerine,2010,3,USA,Comedy
Fantastic Four,2010,0,USA,Action
Trust Fund,2010,3,USA,Drama
Teen Beach 2,2010,3,USA,Drama
"Man from U.N.C.L.E., The",2010,3,USA,Action
"End of the Tour, The",2010,1,USA,Biography
Ricki and the Flash,2010,3,USA,Comedy
I&#39;ll See You in My Dreams,2010,3,USA,Comedy
Madame Bovary,2010,2,USA,Drama
Self/less,2010,1,USA,Action
Mr. Holmes,2010,1,USA,Crime
Bloodsucking Bastards,2010,2,USA,Action
"little prince, The",2010,3,USA,Animation
Straight Outta Compton,2010,1,USA,Biography
Me and Earl and the Dying Girl,2010,3,USA,Comedy
"Perfect Guy, The",2010,2,USA,Drama
Maze Runner: The Scorch Trials,2010,3,USA,Action
Hotel Transylvania 2,2010,3,USA,Animation
American Ultra,2010,1,USA,Action
"Martian, The",2010,3,USA,Adventure
Aloha,2010,3,USA,Comedy
Sicario,2010,0,USA,Action
Pawn Sacrifice,2010,1,USA,Biography
"Green Inferno, The",2010,3,USA,Adventure
Dope,2010,1,USA,Adventure
My Little Pony: Equestria Girls - Friendship Games,2010,3,USA,Animation
Black Mass,2010,1,USA,Biography
"Final Girls, The",2010,3,USA,Comedy
Crimson Peak,2010,3,USA,Drama
Bridge of Spies,2010,1,USA,Drama
Steve Jobs,2010,3,USA,Biography
Goosebumps,2010,2,USA,Adventure
"Walk, The",2010,1,USA,Adventure
Spectre,2010,1,USA,Action
"Ridiculous 6, The",2010,2,USA,Action
"Murder Pact, The",2010,3,USA,Mystery
"Peanuts Movie, The",2010,3,USA,Animation
Brooklyn,2010,3,USA,Drama
Victor Frankenstein,2010,0,USA,Drama
"Good Dinosaur, The",2010,3,USA,Animation
"Hunger Games: Mockingjay - Part 2, The",2010,3,USA,Action
Carol,2010,3,USA,Drama
Trumbo,2010,3,USA,Biography
"Revenant, The",2010,0,USA,Action
Blackhat,2010,1,USA,Action
Room,2010,3,USA,Drama
Feeheld,2010,3,USA,Biography
Creed,2010,2,USA,Action
In the Heart of the Sea,2010,1,USA,Action
"Hollow, The",2010,3,USA,Horror
Love the Coopers,2010,3,USA,Comedy
Vacation,2010,3,USA,Adventure
Krampus,2010,3,USA,Comedy
Sisters,1970,3,USA,Horror
Star Wars: The Force Awakens,2010,3,USA,Action
Pan,2010,1,USA,Action
By the Sea,2010,3,USA,Drama
Hidden,2010,3,USA,Horror
"Lobster, The",2010,3,USA,Drama
Mistres America,2010,3,USA,Comedy
"Hateful Eight, The",2010,3,USA,Crime
Point Break,1990,0,USA,Action
Concussion,2010,1,USA,Biography
Dolly Parton&#39;s Coat of Many Colors,2010,3,USA,Drama
Joy,2010,3,USA,Biography
"Intern, The",2010,3,USA,Comedy
Captive,2010,3,USA,Action
"Big Short, The",2010,1,USA,Biography
Daddy&#39;s Home,2010,1,USA,Comedy
"Danish Girl, The",2010,3,USA,Biography
Chi-Raq,2010,3,USA,Comedy
Mythica: The Darkspore,2010,3,USA,Action
This changes everything,2010,3,USA,Documentary
Legend,1980,3,USA,Adventure
A Sort of Homecoming,2010,3,USA,Drama
Anamolisa,2010,2,USA,Animation
"Last Witch Hunter, The",2010,3,USA,Action
Advantageous,2010,3,USA,Drama
Uncanny,2010,0,USA,Drama
Spotlight,2010,1,USA,Biography
Queen of Earth,2010,3,USA,Drama
Slow Learners,2010,3,USA,Comedy
Invisible Sister,2010,3,USA,Adventure
"Diary of a Teenage Girl, The",2010,3,USA,Comedy
Till We Meet Again,2010,3,USA,Adventure
Meadowland,2010,3,USA,Drama
"Meddler, The",2010,3,USA,Comedy
"VVitch: A New-England Folktale, The",2010,3,USA,Drama
"Longest Ride, The",2010,3,USA,Comedy
Eye in the Sky,2010,3,USA,Action
Harbinger Down,2010,3,USA,Horror
Anguish,2010,3,USA,Drama
Green Room,2010,3,USA,Crime
A Country Called Home,2010,3,USA,Drama
Family Fang,2010,3,USA,Comedy
Everest,2010,2,USA,Action
"Hello, My Name Is Doris",2010,3,USA,Comedy
Z for Zachariah,2010,0,USA,Drama
Max,2010,3,USA,Adventure
"Lady in the Van, The",2010,3,USA,Biography
Experimenter,2010,2,USA,Biography
Turbo Kid,2010,1,USA,Action
Maggie&#39;s Plan,2010,3,USA,Comedy
"Man Who Knew Infinity, The",2010,0,USA,Biography
Equals,2010,3,USA,Drama
Demolition,2010,1,USA,Comedy
"Visit, The",2010,3,USA,Horror
"Bronze, The",2010,3,USA,Comedy
Jem and the Holograms,2010,3,USA,Adventure
Louder Than Bombs,2010,1,USA,Drama
Survivor,2010,3,USA,Action
"Colony, The",2010,3,USA,Biography
Never Let Go,2010,1,USA,Action
Fourth Man Out,2010,1,USA,Comedy
Miles Ahead,2010,0,USA,Biography
"Sin Seer, The",2010,3,USA,Drama
600 millas [600 Miles],2010,0,USA,Drama
Unexpected,2010,3,USA,Comedy
Embers,2010,1,USA,Drama
"33, The",2010,3,USA,Biography
Parched,2010,3,USA,Drama
Long Way North,2010,1,USA,Animation
Full Out,2010,3,USA,Biography
Already Tomorrow in Hong Kong,2010,2,USA,Comedy
Lavalantula,2010,3,USA,Action
Eaters,2010,1,USA,Horror
Ava&#39;s Possession,2010,3,USA,Comedy
"3Tails Movie: A Mermaid Adventure, The",2010,3,USA,Family
Fathers &amp; Daughters,2010,3,USA,Drama
Intruders,2010,3,USA,Drama
Synchronicity,2010,2,USA,Drama
Sleeping with Other People,2010,3,USA,Comedy
Beasts of No Nation,2010,0,USA,Drama
Other Halves,2010,3,USA,Comedy
Emelie,2010,3,USA,Horror
Phoenix Incident,2010,1,USA,Mystery
"Stanford Prison Experiment, The",2010,1,USA,Biography
Hot Pursuit,2010,2,USA,Action
"Blackcoat&#39;s Daughter, The",2010,3,USA,Horror
Unfinished Business,2010,2,USA,Comedy
Scouts Guide to the Zombie Apocalypse,2010,1,USA,Action
"Gift, The",2000,3,USA,Drama
Hitman: Agent 47,2010,0,USA,Action
Sharknado 3: Oh Hell No!,2010,3,USA,Action
Mojave,2010,1,USA,Action
Alvin and the Chipmunks: The Road Chip,2010,1,USA,Adventure
Atrapa la bandera [Capture the Flag],2010,1,USA,Animation
A Walk in the Woods,2010,2,USA,Adventure
Paul Blart: Mall Cop 2,2010,1,USA,Action
Woodlawn,2010,1,USA,Biography
"Ethicist, The",2010,3,USA,Drama
Circle,2010,1,USA,Drama
"Wiz Live!, The",2010,3,USA,Adventure
Welcome To Happiness,2010,1,USA,Comedy
Superfast!,2010,3,USA,Action
Burnt,2010,3,USA,Comedy
Jane Got a Gun,2010,0,USA,Action
"5th Wave, The",2010,2,USA,Action
"Hail, Caesar!",2010,1,USA,Comedy
Pride and Prejudice and Zombies,2010,3,USA,Action
Deadpool,2010,1,USA,Action
Zootopia,2010,3,USA,Animation
"Boy, The",2010,3,USA,Horror
Whiskey Tango Foxtrot,2010,3,USA,Biography
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2010,3,USA,Action
"Divergent Series: Allegiant, The",2010,3,USA,Action
10 Cloverfield Lane,2010,3,USA,Drama
Triple 9,2010,3,USA,Action
Midnight Special,2010,1,USA,Drama
Batman v Superman: Dawn of Justice,2010,2,USA,Action
"Huntsman: Winter&#39;s War, The",2010,3,USA,Action
Kung Fu Panda 3,2010,3,USA,Animation
Hardcore Henry,2010,1,USA,Action
"Boss, The",2010,3,USA,Comedy
Hush,2010,3,USA,Horror
"Jungle Book, The",1960,1,USA,Animation
"Forest, The",2010,3,USA,Horror
Captain America: Civil War,2010,3,USA,Action
Keanu,2010,3,USA,Action
Ratchet &amp; Clank,2010,3,USA,Animation
Mother&#39;s Day,2010,3,USA,Comedy
Extremis,2010,3,USA,Documentary
X-Men: Apocalypse,2010,3,USA,Action
10 Days In A Madhouse,2010,3,USA,Drama
"Nice Guys, The",2010,3,USA,Action
Alice Through the Looking Glass,2010,3,USA,Adventure
Neighbors 2: Sorority Rising,2010,3,USA,Comedy
Warcraft,2010,3,USA,Action
Sing Street,2010,1,USA,Comedy
Teenage Mutant Ninja Turtles: Out of the Shadows,2010,3,USA,Action
How to Be Single,2010,3,USA,Comedy
Gods of Egypt,2010,2,USA,Action
Now You See Me 2,2010,1,USA,Action
Me Before You,2010,3,USA,Drama
Money Monster,2010,3,USA,Action
"Conjuring 2, The",2010,3,USA,Horror
Finding Dory,2010,3,USA,Animation
Approaching the Unknown,2010,0,USA,Drama
Be Somebody,2010,3,USA,Comedy
Independence Day: Resurgence,2010,3,USA,Action
"Neon Demon, The",2010,3,USA,Horror
"Shallows, The",2010,3,USA,Action
"Purge: Election Year, The",2010,3,USA,Action
"Secret Life of Pets, The",2010,2,USA,Animation
"BFG, The",2010,3,USA,Adventure
Popstar: Never Stop Never Stopping,2010,1,USA,Comedy
Swiss Army Man,2010,2,USA,Comedy
Dad&#39;s Army,2010,3,USA,Comedy
"Fundamentals of Caring, The",2010,3,USA,Comedy
Mike and Dave Need Wedding Dates,2010,3,USA,Comedy
Ghostbusters,1980,2,USA,Action
Absolutely Fabulous: The Movie,2010,3,USA,Comedy
Cafe Society,2010,1,USA,Comedy
Norm of the North,2010,3,USA,Animation
Criminal,2010,3,USA,Action
Star Trek Beyond,2010,1,USA,Action
13 Hours,2010,2,USA,Action
Eddie the Eagle,2010,2,USA,Adventure
Southside with You,2010,2,USA,Biography
Batman: The Killing Joke,2010,1,USA,Animation
Elvis &amp; Nixon,2010,2,USA,Comedy
Everybody Wants Some,2010,0,USA,Comedy
Tallulah,2010,3,USA,Comedy
Nerve,2010,3,USA,Action
High Strung,2010,2,USA,Drama
Suicide Squad,2010,3,USA,Action
Bad Moms,2010,3,USA,Comedy
Lights Out,2010,3,USA,Horror
Sausage Party,2010,3,USA,Animation
Jason Bourne,2010,1,USA,Action
Dear Eleanor,2010,3,USA,Comedy
Sully,2010,1,USA,Biography
War Dogs,2010,1,USA,Biography
Kubo and the Two Strings,2010,1,USA,Animation
Don&#39;t Breathe,2010,3,USA,Crime
Captain Fantastic,2010,3,USA,Comedy
"Light Between Oceans, The",2010,3,USA,Drama
Equity,2010,3,USA,Drama
"Girl on the Train, The",2010,3,USA,Crime
Adventures in Babysitting,1980,3,USA,Adventure
Grease Live!,2010,3,USA,Comedy
Hell or High Water,2010,1,USA,Crime
Morgan,2010,3,USA,Action
My Little Pony: Equestria Girls - Legend of Everfree,2010,3,USA,Animation
Snowden,2010,1,USA,Biography
Catfight,2010,3,USA,Action
magnificent 7,2010,0,USA,Action
"Infiltrator, The",2010,3,USA,Biography
Dirty 30,2010,3,USA,Comedy
Julieta,2010,3,USA,Drama
Storks,2010,1,USA,Animation
American Honey,2010,3,USA,Adventure
"Accountant, The",2010,2,USA,Action
Ouija: Origin of Evil,2010,3,USA,Drama
"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",2010,3,USA,Comedy
Doctor Strange,2010,1,USA,Action
Miss Peregrine&#39;s Home for Peculiar Children,2010,3,USA,Adventure
"Finest Hours, The",2010,3,USA,Action
Trolls,2010,3,USA,Animation
Certain Women,2010,3,USA,Drama
Arrival,2010,3,USA,Drama
