filme,decada,score,nacionalidade,genero
Wong gok ka moon,1980,0,Others,Crime
Remando al viento [Rowing with the Wind],1980,2,Others,Drama
Igla,1980,0,Others,Drama
&#39;Gator Bait 2: Cajun Justice,1980,0,Others,Action
Emmanuelle 6,1980,3,Others,Drama
Kung-Fu Master!,1980,3,Others,Drama
Crocodile Dundee II,1980,2,Others,Action
Chocolat,1980,3,Others,Drama
Shame,1980,3,Others,Crime
On the Silver Globe,1980,1,Others,Adventure
Jane B. for Agnes V.,1980,3,Others,Biography
Resan till Melonia,1980,1,Others,Animation
Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),1980,3,Others,Animation
Przesluchanie,1980,3,Others,Crime
Henry V,1980,3,Others,Biography
"Seventh Continent, The",1980,3,Others,Drama
Meet The Feebles,1980,3,Others,Comedy
Oranges Are Not The Only Fruit,1980,3,Others,Drama
"Cook, the Thief, His Wife &amp; Her Lover, The",1980,1,Others,Crime
Dead Calm,1980,0,Others,Horror
Leningrad Cowboys Go America,1980,0,Others,Comedy
Godzilla vs. Biollante,1980,3,Others,Action
My Left Foot,1980,3,Others,Biography
Celia,1980,3,Others,Drama
"Killer, The",1980,0,Others,Action
Life Is Sweet,1990,3,Others,Comedy
Nikita,1990,3,Others,Action
"I, the Worst of All",1990,3,Others,Biography
Bimbos B.C.,1990,3,Others,Comedy
Close-Up,1990,1,Others,Biography
Qin yong,1990,3,Others,Adventure
I Hired a Contract Killer,1990,0,Others,Comedy
Strangers in Good Company,1990,3,Others,Adventure
Troll 2,1990,3,Others,Comedy
A Tale of Springtime,1990,3,Others,Comedy
"Match Factory Girl, The",1990,3,Others,Comedy
Europa Europa,1990,2,Others,Drama
Portrait of a Marriage,1990,3,Others,Biography
Dragon Ball Z: The Movie - The Tree of Might,1990,1,Others,Animation
"Nasty Girl (Das schreckliche M&auml;dchen), The",1990,3,Others,Comedy
Dragon Ball Z: Bardock - The Father of Goku,1990,0,Others,Animation
Hidden Agenda,1990,3,Others,Drama
"Reflecting Skin, The",1990,1,Others,Drama
Barbarian Queen II: The Empress Strikes Back,1990,3,Others,Action
"Sheltering Sky, The",1990,0,Others,Adventure
Bullet in the Head,1990,1,Others,Action
"No Retreat, No Surrender 3: Blood Brothers",1990,0,Others,Action
Days of Being Wild,1990,2,Others,Crime
Omohide poro poro,1990,3,Others,Animation
Tacones Lejanos,1990,3,Others,Comedy
Flirting,1990,2,Others,Drama
Raise the Red Lantern,1990,3,Others,Drama
"Double Life of Veronique, The",1990,3,Others,Drama
Salmonberries,1990,3,Others,Drama
Black Robe,1990,1,Others,Adventure
&#39;Merci la vie&#39;,1990,3,Others,Drama
Rubin and Ed,1990,0,Others,Comedy
Europa,1990,0,Others,Crime
"Lovers on the Bridge, The",1990,1,Others,Drama
Dragon Ball Z: Cooler&#39;s Revenge,1990,0,Others,Animation
Nekromantik 2,1990,1,Others,Horror
Hachi-gatsu no rapusodi,1990,3,Others,Drama
Paprika,1990,3,Others,Drama
Riff-Raff,1990,0,Others,Comedy
Mediterraneo,1990,2,Others,Comedy
Until the End of the World,1990,3,Others,Action
"Manta, Manta",1990,3,Others,Comedy
Full Contact,1990,1,Others,Action
Orlando,1990,2,Others,Biography
Enchanted April,1990,3,Others,Drama
"Crying Game, The",1990,2,Others,Crime
Porco Rosso (Kurenai no Buta),1990,1,Others,Animation
King of Beggars,1990,2,Others,Action
Dead Alive,1990,3,Others,Comedy
Como agua para chocolate,1990,3,Others,Drama
Damage,1990,3,Others,Drama
"Lawnmower Man, The",1990,1,Others,Horror
Un Coeur en Hiver,1990,3,Others,Drama
Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1990,0,Others,Animation
Dragon Ball Z: The Return of Cooler,1990,0,Others,Animation
Peter&#39;s Friends,1990,3,Others,Comedy
Dragon Inn,1990,3,Others,Action
Freddie as F.R.O.7.,1990,1,Others,Animation
Split Second,1990,0,Others,Action
Hard Boiled,1990,0,Others,Action
Bitter Moon,1990,3,Others,Drama
Dien Bien Phu,1990,0,Others,Drama
"Lover / L&#39;amant, The",1990,1,Others,Biography
Strictly Ballroom,1990,1,Others,Comedy
Schtonk,1990,3,Others,Comedy
Umi ga kikoeru,1990,3,Others,Animation
Bad Boy Bubby,1990,1,Others,Comedy
Three Colors: Blue,1990,3,Others,Drama
Fei hu wai zhuan,1990,2,Others,Action
"Piano, The",1990,3,Others,Drama
Sonatine,1990,0,Others,Action
Little Buddha,1990,1,Others,Drama
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),1990,3,Others,Animation
"Heroic Trio, The",1990,3,Others,Action
Naked,1990,3,Others,Comedy
"Evil Cult, The",1990,3,Others,Action
Indien,1990,0,Others,Comedy
Bhaji on the Beach,1990,3,Others,Adventure
Farewell My Concubine,1990,0,Others,Drama
Dragon Ball Z: The History of Trunks,1990,1,Others,Animation
Kika,1990,3,Others,Comedy
Space Zombie Bingo!!!,1990,0,Others,Comedy
"Gatica, el mono",1990,1,Others,Biography
Fong Sai Yuk,1990,3,Others,Action
Heisei tanuki gassen pompoko,1990,1,Others,Animation
Heavenly Creatures,1990,3,Others,Biography
"Return of Jafar, The",1990,0,Others,Animation
Pat and Margaret,1990,3,Others,Comedy
Muriel&#39;s Wedding,1990,3,Others,Comedy
Mina Tannenbaum,1990,3,Others,Drama
Priest,1990,3,Others,Drama
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,1990,3,Others,Action
Fear City: A Family-Style Comedy,1990,3,Others,Comedy
J&#39;ai pas sommeil,1990,3,Others,Drama
Wing Chun,1990,2,Others,Action
Giorgino,1990,3,Others,Adventure
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),1990,3,Others,Animation
"Adventures of Priscilla, Queen of the Desert, The",1990,3,Others,Comedy
Getting Any?,1990,0,Others,Comedy
Chungking Express,1990,1,Others,Comedy
Three Colors: White,1990,1,Others,Comedy
Sister My Sister,1990,3,Others,Drama
Uncovered,1990,3,Others,Mystery
Frit&auml;nkaren,1990,3,Others,Biography
Wrony,1990,3,Others,Drama
See How They Fall,1990,1,Others,Crime
Four Weddings and a Funeral,1990,3,Others,Comedy
Dias contados,1990,3,Others,Crime
"Legend of Drunken Master, The",1990,3,Others,Action
Kan du vissla Johanna?,1990,0,Others,Family
Sirens,1990,3,Others,Comedy
Die gottliche Ordnung,1990,3,Others,Comedy
Vive L&#39;Amour,1990,0,Others,Drama
Revenge of the Musketeers,1990,3,Others,Action
Satantango,1990,2,Others,Drama
Mimi wo sumaseba (Whisper of the Heart),1990,3,Others,Animation
Cold Comfort Farm,1990,3,Others,Comedy
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),1990,0,Others,Animation
When Night is Falling,1990,3,Others,Drama
Antonia&#39;s Line,1990,3,Others,Comedy
Aladdin and the King of Thieves,1990,1,Others,Animation
Pride and Prejudice,1990,3,Others,Drama
Butterfly Kiss,1990,3,Others,Comedy
Rumble in the Bronx (Hung fan kui),1990,1,Others,Action
Fallen Angels,1990,1,Others,Comedy
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",1990,3,Others,Animation
La Haine,1990,0,Others,Crime
Maborosi,1990,3,Others,Drama
Ringu Kanzenban,1990,1,Others,Horror
Dragon Ball Z: Wrath of the Dragon,1990,2,Others,Animation
Dilwale Dulhania Le Jayenge,1990,3,Others,Drama
Nadie hablara de nosotras cuando hayamos muerto,1990,3,Others,Crime
El dia de la bestia,1990,3,Others,Action
Grim,1990,3,Others,Horror
Catnapped! The Movie,1990,3,Others,Animation
Land and Freedom,1990,1,Others,Drama
La flor de mi secreto,1990,3,Others,Comedy
Magic in the Water,1990,1,Others,Adventure
Total Eclipse,1990,1,Others,Biography
"Englishman Who Went Up a Hill But Came Down a Mountain, The",1990,0,Others,Comedy
Indira,1990,2,Others,Drama
La c&eacute;r&eacute;monie,1990,3,Others,Crime
Les apprentis,1990,1,Others,Comedy
True Crime,1990,3,Others,Crime
Le hussard sur le toit,1990,3,Others,Adventure
Alice in Wonderland,1990,3,Others,Animation
Libertarias,1990,3,Others,Drama
Fire,1990,3,Others,Crime
Love and Other Catastrophes,1990,3,Others,Comedy
Secrets &amp; Lies,1990,3,Others,Comedy
Ridicule,1990,1,Others,Comedy
Connie Gomper &amp; the Pack,1990,0,Others,N/A
Charlot og Charlotte,1990,3,Others,Drama
Beyond Silence (Jenseits der Stille),1990,3,Others,Drama
Pusher,1990,0,Others,Crime
Swallowtail Butterfly,1990,3,Others,Crime
When the Cat&#39;s Away,1990,3,Others,Comedy
"God of Cookery, The",1990,1,Others,Action
Kids Return,1990,3,Others,Crime
Three Lives and Only One Death,1990,2,Others,Comedy
Irma Vep,1990,3,Others,Comedy
Welcome to the Discworld,1990,0,Others,Short
Crash,1990,3,Others,Drama
"A Jin de gushi / Ah Kam, the Stunt woman",1990,1,Others,Action
Stealing Beauty,1990,3,Others,Drama
Tenchi Muy&ocirc;! In Love,1990,3,Others,Animation
Va&#39; dove ti porta il cuore,1990,3,Others,Drama
La belle verte,1990,3,Others,Comedy
Twelfth Night or What You Will,1990,3,Others,Comedy
Un air de famille,1990,3,Others,Comedy
Tremors II: Aftershocks,1990,0,Others,Action
Sonic the Hedgehog: The Movie,1990,0,Others,Animation
La lengua asesina,1990,3,Others,Comedy
"Love, etc.",1990,1,Others,Comedy
Mononoke-hime,1990,3,Others,Animation
Wilde,1990,3,Others,Biography
La vita &egrave; bella,1990,0,Others,Comedy
Cube,1990,3,Others,Horror
Career Girls,1990,1,Others,Comedy
Funny Games,1990,3,Others,Crime
Spice World,1990,3,Others,Comedy
Actrius,1990,3,Others,Drama
Taste of Cherry,1990,0,Others,Drama
"Castle, The",1990,3,Others,Comedy
"Well, The",1990,3,Others,Drama
Chun gwong cha sit (Happy Together),1990,0,Others,Drama
Smilla&#39;s Sense of Snow,1990,3,Others,Crime
My Life in Pink ( Ma Vie En Rose ),1990,3,Others,Drama
Fever Pitch,1990,3,Others,Comedy
Ayneh,1990,3,Others,Drama
"Wrong Guy, The",1990,1,Others,Comedy
La principessa e il povero,1990,3,Others,Fantasy
Le Acrobate,1990,3,Others,Drama
Neon Genesis Evangelion: The End of Evangelion,1990,3,Others,Animation
Knockin&#39; on Heaven&#39;s Door,1990,1,Others,Action
Hardboiled Egg,1990,2,Others,Comedy
Open Your Eyes,1990,1,Others,Drama
Fireworks,1990,1,Others,Crime
Cure,1990,1,Others,Crime
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,1990,0,Others,Animation
Carne tr&eacute;mula [Live Flesh],1990,2,Others,Drama
Csinibaba,1990,1,Others,Comedy
Children of Heaven,1990,3,Others,Drama
Wand&acirc;furu raifu,1990,3,Others,Drama
Little Voice,1990,3,Others,Comedy
Hideous Kinky,1990,3,Others,Adventure
Show Me Love,1990,3,Others,Comedy
"Secret of NIMH 2: Timmy to the Rescue, The",1990,1,Others,Animation
"Dreamlife of Angels, The",1990,3,Others,Drama
Perfect Blue,1990,3,Others,Animation
Love &amp; Pop,1990,3,Others,Drama
Elizabeth,1990,3,Others,Biography
Run Lola Run,1990,3,Others,Action
Get Real,1990,2,Others,Comedy
"Idiots, The",1990,3,Others,Comedy
Festen (The Celebration),1990,3,Others,Drama
Scooby-Doo on Zombie Island,1990,3,Others,Animation
"Storm Riders, The",1990,1,Others,Action
"Lion King 2: Simba&#39;s Pride, The",1990,3,Others,Animation
Glasblasarns barn,1990,3,Others,Drama
Ring (Ringu),1990,3,Others,Horror
"Black Cat, White Cat",1990,3,Others,Comedy
Yeogo goedam,1990,3,Others,Drama
Rasen,1990,1,Others,Drama
"Dinner Game, The",1990,1,Others,Comedy
Kuch Kuch Hota Hai,1990,3,Others,Comedy
Vildspor,1990,1,Others,Drama
Batman &amp; Mr. Freeze: SubZero,1990,2,Others,Animation
Last Night,1990,1,Others,Comedy
Tango,1990,1,Others,Drama
Barrio,1990,3,Others,Drama
2 seconds,1990,3,Others,Comedy
My Name Is Joe,1990,3,Others,Drama
Kirikou and the Sorceress,1990,2,Others,Animation
Zimmer Feri,1990,2,Others,Comedy
L&#39;ennui,1990,1,Others,Romance
Pocahontas 2: Journey to a New World,1990,3,Others,Animation
FernGully 2: The Magical Rescue,1990,3,Others,Animation
Kite,1990,0,Others,Animation
Taxi,2010,3,Others,Comedy
Disembodied,1990,3,Others,Horror
Todo sobre mi madre (All About My Mother),1990,3,Others,Comedy
Sonnenallee,1990,1,Others,Comedy
Kikujiro,1990,0,Others,Drama
Pocket Monsters: Mewtwo Strikes Back!,1990,1,Others,Animation
Why Not Me?,1990,3,Others,Comedy
Better Than Chocolate,1990,3,Others,Comedy
Not One Less (Yi ge dou bu neng shao),1990,3,Others,Drama
Memento Mori,1990,3,Others,Horror
6ixtynin9,1990,3,Others,Comedy
New Waterford Girl,1990,3,Others,Comedy
Redball,1990,3,Others,Thriller
Shojo kakumei Utena: Adolescence mokushiroku,1990,3,Others,Animation
Ring 2 (Ringu 2),1990,3,Others,Horror
Gigantics,1990,1,Others,Comedy
eXistenZ,1990,1,Others,Horror
Beau travail,1990,3,Others,Drama
Tomie,1990,3,Others,Crime
Tomie: Anaza Feisu,1990,2,Others,Horror
Tea with Mussolini,1990,3,Others,Comedy
Juha,1990,0,Others,Comedy
Human Traffic,1990,3,Others,Comedy
Audition,1990,1,Others,Drama
Aimee &amp; Jaguar,1990,3,Others,Biography
Ring,1990,3,Others,Horror
Asterix and Obelix vs. Caesar,1990,1,Others,Adventure
Los sin nombre,1990,3,Others,Drama
Screwed in Tallinn,1990,3,Others,Comedy
East Is East,1990,3,Others,Comedy
Beautiful People,1990,1,Others,Comedy
Outer Space,1990,0,Others,Short
Scooby-Doo! and The Witch&#146;s Ghost,1990,3,Others,Animation
Digimon Adventure,1990,0,Others,Animation
Joseph and the Amazing Technicolour Dreamcoat,1990,0,Others,Musical
Bread and Roses,2000,3,Others,Drama
Ginger Snaps,2000,3,Others,Drama
J.S.A.: Joint Security Area,2000,2,Others,Action
Pokemon: The Movie 2000,2000,3,Others,N/A
An Extremely Goofy Movie,2000,1,Others,Animation
Dragonheart: A New Beginning,2000,0,Others,Action
Battle Royale,2000,3,Others,Action
Kao (Face),2000,3,Others,Comedy
Beautiful Creatures,2000,3,Others,Comedy
"Circle, The",2000,3,Others,Drama
Kevin &amp; Perry Go Large,2000,3,Others,Comedy
Mr. Accident,2000,3,Others,Comedy
"Man Who Cried, The",2000,3,Others,Drama
Joseph: King of Dreams,2000,3,Others,Animation
Together,2000,3,Others,Comedy
Billy Elliot,2000,3,Others,Drama
"Isle, The",2000,1,Others,Drama
Batman Beyond: Return of the Joker,2000,3,Others,Animation
Saving Grace,2000,3,Others,Comedy
Fa yeung nin wa (In the Mood for Love),2000,3,Others,Drama
La comunidad,2000,3,Others,Comedy
Something Between Us,2000,3,Others,Comedy
"Little Mermaid 2: Return to the Sea, The",2000,3,Others,Animation
Baise-Moi,2000,3,Others,Crime
"Dish, The",2000,3,Others,Comedy
"Gleaners and I, The",2000,3,Others,Documentary
Blinkende lygter (&#39;Flickering Lights&#39;),2000,1,Others,Action
Gundam Wing: The Movie - Endless Waltz,2000,3,Others,Animation
Ring 0: Birthday (Ringu 0: B&acirc;sudei),2000,3,Others,Horror
Italian for Beginners,2000,3,Others,Comedy
Picture Claire,2000,3,Others,Thriller
Alvin and the Chipmunks Meet the Wolfman,2000,3,Others,Animation
Hellraiser: Inferno,2000,1,Others,Crime
Roozi ke zan shodam,2000,3,Others,Comedy
Spiral,2000,3,Others,Drama
Amores Perros,2000,1,Others,Drama
Spacked out,2000,1,Others,Crime
Mad About Mambo,2000,1,Others,Comedy
Tomie: Replay,2000,3,Others,Horror
Leprechaun in the Hood,2000,1,Others,Action
Blue&#39;s Big Musical Movie,2000,3,Others,Animation
Ju-on,2000,3,Others,Horror
Ju-on 2,2000,3,Others,Drama
Eeny Meeny,2000,3,Others,Comedy
La fidelite,2000,3,Others,Drama
Santa who?,2000,1,Others,Comedy
Sakuya: yokaiden,2000,3,Others,Family
Some Voices,2000,2,Others,Comedy
Juste une question d&#39;amour,2000,2,Others,Drama
Old School,2000,1,Others,Comedy
Yi Yi,2000,3,Others,Drama
Flowers for Algernon,2000,2,Others,Drama
"Playboy: No Boys Allowed, 100% Girls",2000,3,Others,Documentary
El zoo d&#39;en Pitus,2000,3,Others,Drama
Ritual,2000,1,Others,Drama
Slashers,2000,3,Others,Comedy
Lost and Delirious,2000,3,Others,Drama
Y tu mama tambien,2000,0,Others,Drama
Amelie,2000,3,Others,Comedy
"Piano Teacher, The",2000,3,Others,Drama
Mostly Martha,2000,3,Others,Comedy
Goyangileul butaghae (Take Care of My Cat),2000,3,Others,Drama
Millennium Actress,2000,2,Others,Animation
"Legend of Suriyothai, The",2000,3,Others,Action
Late Marriage,2000,2,Others,Comedy
"Hidden Half (Nimeh-ye penhan), The",2000,3,Others,Drama
La fille de Keltoum,2000,3,Others,Drama
He Died with a Felafel in His Hand,2000,3,Others,Comedy
Fat Girl,2000,3,Others,Drama
Baran,2000,0,Others,Drama
Me Without You,2000,3,Others,Drama
Brotherhood of the Wolf,2000,2,Others,Action
Shaolin Soccer,2000,0,Others,Action
Go,2000,2,Others,Drama
Suicide Club,2000,3,Others,Crime
Nowhere in Africa,2000,3,Others,Biography
Zaion: I Wish You Were Here,2000,3,Others,Animation
War Bride,2000,3,Others,Drama
Waiting For Godot,2000,0,Others,Drama
Lucky Girl (a.k.a. My Daughter&#39;s Secret Life),2000,3,Others,Drama
Read My Lips,2000,3,Others,Crime
Hundstage,2000,3,Others,Drama
Miss Minoes (a.k.a Undercover Kitty),2000,3,Others,Comedy
L&#39;uomo in pi&ugrave;,2000,1,Others,Comedy
Arite hime/Princess Arete,2000,3,Others,Animation
Samsara,2000,0,Others,Adventure
Le fate ignoranti,2000,3,Others,Drama
Tanguy,2000,1,Others,Comedy
Wied&#378;min (The Hexer),2000,3,Others,Adventure
"Belphegor, Phantom of the Louvre (Belphegor - Le fantome du Louvre)",2000,3,Others,Mystery
Caos,2000,3,Others,Comedy
Volcano High,2000,3,Others,Action
Kabhi Khushi Kabhie Gham...,2000,3,Others,Drama
Stranded,2000,3,Others,Drama
Chori Chori Chupke Chupke,2000,1,Others,Comedy
Tomie: Re-birth,2000,3,Others,Horror
"Yes, But...",2000,3,Others,Comedy
El Espinazo del Diablo,2000,1,Others,Drama
Kairo,2000,3,Others,Horror
"Navigators, The",2000,1,Others,Comedy
Dagon,2000,3,Others,Fantasy
God Is Great and I&#39;m Not,2000,1,Others,Comedy
Tremors 3: Back to Perfection,2000,3,Others,Action
Moszkva ter,2000,2,Others,Comedy
la ci&eacute;naga,2000,3,Others,Comedy
Barbie in the Nutcracker,2000,3,Others,Animation
Koroshiya 1,2000,1,Others,Action
"Land Before Time VIII: The Big Freeze, The",2000,3,Others,Animation
Jesus Christ Vampire Hunter,2000,1,Others,Action
La tour Montparnasse infernale,2000,3,Others,Comedy
Der Schuh des Manitu,2000,0,Others,Comedy
Animusic,2000,0,Others,Music
Trouble Every Day,2000,1,Others,Drama
Balto: Wolf Quest,2000,3,Others,Animation
Visitor Q,2000,1,Others,Comedy
Rabbit-Proof Fence,2000,3,Others,Adventure
Resident Evil,2000,3,Others,Action
8 femmes,2000,3,Others,Comedy
Whale Rider,2000,3,Others,Drama
Ying xiong (Hero),2000,3,Others,Action
Tan de repente,2000,3,Others,Comedy
Intimate Stories,2000,3,Others,Comedy
Neko no ongaeshi (The cat returns),2000,3,Others,Animation
Froid comme l&#39;&eacute;t&eacute; (Cold as Summer),2000,3,Others,Drama
Yossi &amp; Jagger,2000,2,Others,Drama
Tipping the Velvet,2000,3,Others,Drama
Barbie as Rapunzel,2000,0,Others,Animation
"Magdalene Sisters, The",2000,3,Others,Drama
"Twilight Samurai, The",2000,3,Others,Drama
24 Hour Party People,2000,1,Others,Biography
Marion Bridge,2000,3,Others,Drama
Wilbur Wants to Kill Himself,2000,3,Others,Comedy
"Coast Guard, The",2000,1,Others,Drama
All or Nothing,2000,3,Others,Drama
Low-Flying Aircraft,2000,3,Others,Drama
Sympathy for Mr. Vengeance,2000,3,Others,Crime
Irreversible,2000,1,Others,Crime
Cube2: Hypercube,2000,3,Others,Horror
Armitage: Dual Matrix,2000,1,Others,Animation
"Hunchback of  Notre Dame II, The",2000,1,Others,Animation
Lilya 4-Ever,2000,3,Others,Crime
Dark Water (Honogurai mizu no soko kara),2000,3,Others,Drama
demonlover,2000,3,Others,Drama
Ju-on: The Grudge,2000,3,Others,Horror
Dirty Pretty Things,2000,3,Others,Crime
Devdas,2000,3,Others,Drama
Dracula: Pages from a Virgin&#39;s Diary,2000,1,Others,Drama
Asterix &amp; Obelix: Mission Cleopatra (Ast&eacute;rix et Ob&eacute;lix: Mission Cl&eacute;op&acirc;tre),2000,3,Others,Adventure
El bonaerense,2000,1,Others,Crime
Infernal Affairs,2000,1,Others,Action
Big Girls Don&#39;t Cry,2000,3,Others,Drama
Tomie: Saishuu-sho - kindan no kajitsu,2000,3,Others,Horror
Embrassez qui vous voudrez,2000,3,Others,Comedy
Los lunes al sol,2000,1,Others,Comedy
Spider,2000,2,Others,Drama
Sweet Sixteen,2000,0,Others,Crime
Amen.,2000,1,Others,Biography
Valami Amerika,2000,1,Others,Adventure
A la folie... pas du tout,2000,3,Others,Romance
A mi madre le gustan las mujeres,2000,3,Others,Comedy
No Night Is Too Long,2000,1,Others,Crime
Dog Soldiers,2000,0,Others,Action
A hidember,2000,1,Others,Drama
Morvern Callar,2000,3,Others,Drama
Loenatik - De moevie,2000,3,Others,Comedy
Bungalow,2000,1,Others,Drama
Planet of the Erotic Ape,2000,3,Others,Comedy
Ali G Indahouse,2000,1,Others,Comedy
American Psycho II: All American Girl,2000,3,Others,Horror
In My Skin,2000,3,Others,Drama
Tokyo Godfathers,2000,3,Others,Animation
Les triplettes de Belleville,2000,3,Others,Animation
Swimming Pool,2000,3,Others,Crime
"Five Obstructions, The",2000,0,Others,Documentary
I Capture the Castle,2000,3,Others,Drama
"Blind Swordsman: Zatoichi, The",2000,2,Others,Action
Nothing,2000,0,Others,Comedy
Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God),2000,2,Others,Adventure
"Best of Youth, The",2000,3,Others,Drama
Goodbye Lenin!,2000,3,Others,Comedy
Distant Lights (Lichter),2000,3,Others,Drama
A Tale of Two Sisters,2000,3,Others,Drama
Undead,2000,3,Others,Action
"Barbarian Invasions, The",2000,3,Others,Comedy
Dogville,2000,3,Others,Crime
2LDK,2000,3,Others,Comedy
Scary Godmother: Halloween Spooktakular,2000,3,Others,Animation
Voices of a Distant Star,2000,0,Others,Animation
Apr&egrave;s Vous,2000,3,Others,Comedy
Bon voyage,2000,3,Others,Comedy
Moi et mon blanc,2000,1,Others,Comedy
Oldboy,2000,1,Others,Action
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2000,0,Others,Animation
"Mother, The",2000,3,Others,Drama
Ong-bak,2000,0,Others,Action
De gr&oslash;nne slagtere (&#39;Green Butchers&#39;),2000,1,Others,Comedy
"Forest for the Trees, The",2000,3,Others,Drama
"Spring, Summer, Fall, Winter... and Spring",2000,1,Others,Drama
"Heung joh chow heung yau chow (Turn Left, Turn Right)",2000,3,Others,Comedy
Stupeur et Tremblements,2000,3,Others,Comedy
Dies irae,2000,0,Others,Comedy
High Tension,2000,3,Others,Horror
Time of the Wolf,2000,2,Others,Drama
Bu san,2000,0,Others,Drama
Memories of Murder,2000,3,Others,Crime
Evil,2000,1,Others,Drama
Love Me If You Dare,2000,1,Others,Comedy
My Life Without Me,2000,3,Others,Drama
I&#39;m Not Scared,2000,3,Others,Crime
Kontroll,2000,0,Others,Comedy
Nathalie...,2000,3,Others,Drama
Barbie of Swan Lake,2000,3,Others,Animation
Owning Mahowny,2000,1,Others,Crime
Sylvia,2000,3,Others,Biography
Milchwald,2000,3,Others,Drama
Azumi,2000,0,Others,Action
Avenue Q,2000,2,Others,Documentary
Mais qui a tu&eacute; Pamela Rose?,2000,1,Others,Comedy
Warrior Queen,2000,3,Others,Action
Despiser,2000,2,Others,Fantasy
Kal Ho Naa Ho,2000,3,Others,Comedy
Ae Fond Kiss...,2000,2,Others,Drama
Mulan II,2000,3,Others,Animation
Bring It on Again,2000,3,Others,Comedy
Shimotsuma monogatari (Kamikaze Girls),2000,3,Others,Comedy
Banlieue 13,2000,0,Others,Action
Ghost Cat,2000,3,Others,Drama
Cube Zero,2000,3,Others,Drama
Ladies in Lavender,2000,3,Others,Drama
"Mickey, Donald, Goofy: The Three Musketeers",2000,2,Others,Animation
North and South,2000,3,Others,Drama
Innocence,2000,3,Others,Drama
Tropical Malady,2000,0,Others,Drama
Der Untergang (Downfall),2000,3,Others,Biography
Or,2000,3,Others,Drama
Terkel i knibe,2000,1,Others,Animation
My Summer of Love,2000,3,Others,Drama
Immortal (Ad Vitam),2000,3,Others,Drama
Hana and Alice,2000,3,Others,Comedy
Duck Season,2000,1,Others,Comedy
Three... Extremes,2000,3,Others,Horror
Head-On,2000,3,Others,Drama
With Blood on My Hands: Pusher II,2000,3,Others,Action
Notre musique,2000,1,Others,Drama
2046,2000,3,Others,Drama
3-Iron,2000,1,Others,Crime
"Spirit of Jeet Kune Do, The",2000,1,Others,Action
They Came Back,2000,3,Others,Drama
"Place Promised in Our Early Days, The",2000,1,Others,Animation
Tales From The Crapper,2000,3,Others,Comedy
Gladiatress,2000,3,Others,Adventure
Nochnoy dozor (Night Watch),2000,1,Others,Action
Ginger Snaps 2: Unleashed,2000,3,Others,Horror
He Was Cool (Geunomeun meoshiteotda),2000,3,Others,Comedy
Bratz the Video: Starrin&#39; &amp; Stylin&#39;,2000,3,Others,Animation
Caribe,2000,3,Others,Drama
Nemmeno il destino,2000,1,Others,Drama
House of Voices (Saint Ange),2000,3,Others,Drama
Creep,2000,3,Others,Horror
"Holy Girl, The",2000,3,Others,Drama
In Search of Santa,2000,3,Others,Family
Corpses,2000,3,Others,Comedy
Dear Frankie,2000,3,Others,Drama
Bionicle 2: Legends of Metru Nui,2000,0,Others,Animation
"Machinist, The",2000,1,Others,Drama
Shutter,2000,1,Others,Horror
Veer-Zaara,2000,3,Others,Drama
"Lion King 1 1/2, The",2000,1,Others,Animation
Barbie as the Princess and the Pauper,2000,3,Others,Animation
9 Songs,2000,0,Others,Drama
Naruto the Movie: Ninja Clash in the Land of Snow,2000,3,Others,Animation
"Sea Inside, The",2000,3,Others,Biography
Dead Man&#39;s Shoes,2000,1,Others,Crime
Blessed,2000,3,Others,Drama
Romasanta,2000,2,Others,Drama
Before the Fall,2000,1,Others,Drama
"Edukators, The",2000,3,Others,Drama
Magyar vandor,2000,0,Others,Adventure
Stop Mom Theresa!,2000,2,Others,Comedy
In my country,2000,3,Others,Drama
Hotel,2000,3,Others,Drama
MXP: Most Extreme Primate,2000,1,Others,Comedy
Marseille,2000,3,Others,Drama
G.O.R.A.,2000,2,Others,Adventure
Daniel the Wizard,2000,1,Others,Comedy
M. Kumaran S/O Mahalakshmi,2000,2,Others,Action
Tremors 4: The Legend Begins,2000,3,Others,Action
Dead Leaves,2000,3,Others,Animation
Swing Girls,2000,3,Others,Comedy
Balto III: Wings of Change,2000,3,Others,Animation
Wild Things: Diamonds in the Rough,2000,3,Others,Crime
Joyeux No&euml;l,2000,0,Others,Drama
"Descent, The",2000,3,Others,Adventure
Water,2000,3,Others,Drama
Chinjeolhan geumjassi,2000,3,Others,Crime
Into Great Silence,2000,0,Others,Documentary
