movie,decade,rating,country,genre
"Sex Lives of College Girls, The",2020,3,USA,Comedy
Queenpins,2020,3,USA,"Comedy, Crime"
After Yang,2020,1,USA,"Drama, Sci-Fi"
"Mandela Catalouge, The",2020,1,USA,"Fantasy, Horror, Mystery"
"Hill Where Lionesses Roar, The",2020,3,USA,Drama
Clifford The Big Red Dog,2020,1,USA,"Adventure, Comedy, Family"
"Starling, The",2020,3,USA,"Comedy, Drama"
"hitman&#146;s apprentice, The",2020,3,USA,"Action, Thriller"
Chaos Walking,2020,3,USA,"Action, Adventure, Fantasy"
"Dig, The",2020,3,USA,"Biography, Drama, History"
Christmas at the Ranch,2020,1,USA,Romance
How it ends,2020,3,USA,"Comedy, Drama"
North Hollywood,2020,1,USA,"Comedy, Drama, Sport"
Bros,2020,3,USA,"Comedy, Romance"
"355, The",2020,3,USA,"Action, Thriller"
"Royal Treatment, The",2020,3,USA,"Comedy, Family, Romance"
Scream,2020,3,USA,"Horror, Mystery, Thriller"
Uncharted,2020,2,USA,"Action, Adventure"
Catwoman: Hunted,2020,3,USA,"Animation, Action, Crime"
"Batman , The",2020,3,USA,"Action, Crime, Drama"
No Exit,2020,3,USA,"Drama, Mystery, Thriller"
Umma,2020,3,USA,"Drama, Horror, Mystery"
Ambulance,2020,2,USA,"Action, Crime, Drama"
Turning Red,2020,3,USA,"Animation, Adventure, Comedy"
Everything Everywhere All at Once,2020,3,USA,"Action, Adventure, Comedy"
Texas Chainsaw Massacre,2020,3,USA,"Crime, Horror, Thriller"
"Weekend Away, The",2020,3,USA,"Crime, Drama, Mystery"
"Adam Project, The",2020,1,USA,"Action, Adventure, Comedy"
Fresh,2020,3,USA,"Horror, Thriller"
"Lost City, The",2020,3,USA,"Action, Adventure, Comedy"
"Bubble, The",2020,3,USA,Comedy
Sonic the Hedgehog 2,2020,3,USA,"Action, Adventure, Comedy"
"Bad Guys, The",2020,3,USA,"Animation, Adventure, Comedy"
"In Between , The",2020,1,USA,"Drama, Fantasy, Romance"
Morbius,2020,1,USA,"Action, Adventure, Horror"
Death on the Nile,2020,3,USA,"Crime, Drama, Mystery"
Doctor Strange in the Multiverse of Madness,2020,3,USA,"Action, Adventure, Fantasy"
"Northman, The",2020,1,USA,"Action, Adventure, Drama"
Senior Year,2020,3,USA,"Comedy, Drama"
Fantastic Beasts: The Secrets of Dumbledore,2020,1,USA,"Adventure, Family, Fantasy"
Top Gun: Maverick,2020,3,USA,"Action, Drama"
Kimi,2020,2,USA,"Crime, Drama, Mystery"
Strange World,2020,3,USA,"Animation, Action, Adventure"
Jurassic World Dominion,2020,3,USA,"Action, Adventure, Sci-Fi"
Spiderhead,2020,1,USA,"Action, Crime, Drama"
"Good luck to you, Leo Grande",2020,3,USA,"Comedy, Drama"
Metal Lords,2020,1,USA,"Comedy, Music"
X,2020,3,USA,"Horror, Mystery, Thriller"
Lightyear,2020,2,USA,"Animation, Action, Adventure"
Chip &#39;n Dale: Rescue Rangers,2020,3,USA,"Animation, Action, Adventure"
Beavis and Butt-Head do the Universe,2020,0,USA,"Animation, Comedy, Sci-Fi"
Love and Gelato,2020,3,USA,"Comedy, Drama, Romance"
Elvis,2020,1,USA,"Biography, Drama, Music"
Teen Titans Go! &amp; DC Super Hero Girls: Mayhem in the Multiverse,2020,3,USA,"Animation, Action, Adventure"
Thor: Love and Thunder,2020,3,USA,"Action, Adventure, Comedy"
"House, The",2020,3,USA,"Animation, Comedy, Drama"
Emily the Criminal,2020,3,USA,"Crime, Drama, Mystery"
Minions: the rise of gru,2020,1,USA,"Animation, Adventure, Comedy"
"Bob&#146;s Burgers Movie, The",2020,3,USA,"Animation, Adventure, Comedy"
"Gray Man, The",2020,2,USA,"Action, Mystery, Thriller"
Emergency,2020,3,USA,"Comedy, Drama, Thriller"
Paper Girls,2020,3,USA,"Adventure, Drama, Sci-Fi"
Bullet Train,2020,1,USA,"Action, Comedy, Thriller"
Prey,2020,3,USA,"Action, Adventure, Horror"
"Sea Beast, The",2020,3,USA,"Animation, Action, Adventure"
All the old knives,2020,3,USA,"Mystery, Thriller"
Nope,2020,1,USA,"Horror, Mystery, Sci-Fi"
Thirteen Lives,2020,0,USA,"Biography, Drama, Thriller"
Mad God,2020,0,USA,"Animation, Fantasy, Horror"
Bodies Bodies Bodies,2020,3,USA,"Comedy, Horror, Mystery"
Not Okay,2020,3,USA,"Comedy, Drama, Thriller"
Look Both Ways,2020,3,USA,"Comedy, Drama, Fantasy"
Do Revenge,2020,3,USA,"Comedy, Romance"
Don&#39;t Worry Darling,2020,3,USA,"Drama, Mystery, Thriller"
Pinocchio,2020,1,USA,"Adventure, Comedy, Drama"
Hocus Pocus 2,2020,3,USA,"Comedy, Family, Fantasy"
Triangle of Sadness,2020,3,USA,"Comedy, Drama"
Flux Gourmet,2020,3,USA,"Comedy, Drama, Horror"
"Menu, The",2020,3,USA,"Comedy, Horror, Thriller"
Pearl,2020,3,USA,"Drama, Horror, Thriller"
Blonde,2020,2,USA,"Drama, History"
"Invitation, The",2020,3,USA,"Horror, Thriller"
Samartian,2020,1,USA,"Action, Drama, Fantasy"
Smile,2020,3,USA,"Horror, Mystery, Thriller"
Purple Heart,2020,3,USA,"Drama, Music, Romance"
Spirited,2020,3,USA,"Comedy, Family, Musical"
Clerks III,2020,1,USA,"Comedy, Drama"
Barbarian,2020,3,USA,"Horror, Mystery, Thriller"
Deep Woods,2020,1,USA,Thriller
Wendell &amp; Wild,2020,3,USA,"Animation, Adventure, Comedy"
"Woman King, The",2020,3,USA,"Action, Drama, History"
Final Cut,2020,3,USA,"Comedy, Horror"
Halloween Kills,2020,3,USA,"Action, Drama, Horror"
Wonder Woman,2010,3,USA,"Action, Adventure, Fantasy"
"Bye Bye Man, The",2010,3,USA,"Drama, Fantasy, Horror"
"Coin Heist, The",2010,3,USA,"Crime, Drama, Romance"
Alexander IRL,2010,2,USA,Comedy
xXx: Return of Xander Cage,2010,3,USA,"Action, Adventure, Thriller"
"LEGO Batman Movie, The",2010,3,USA,"Animation, Action, Adventure"
"Space Between Us, The",2010,3,USA,"Drama, Romance, Sci-Fi"
John Wick: Chapter 2,2010,1,USA,"Action, Crime, Thriller"
Fifty Shades Darker,2010,3,USA,"Drama, Mystery, Romance"
Logan,2010,3,USA,"Action, Drama, Sci-Fi"
For Here or To Go?,2010,3,USA,"Comedy, Drama"
Table 19,2010,3,USA,"Comedy, Drama, Romance"
Before I Fall,2010,3,USA,"Drama, Fantasy, Mystery"
Kong: Skull Island,2010,1,USA,"Action, Adventure, Fantasy"
Get Out,2010,3,USA,"Horror, Mystery, Thriller"
Beauty and the Beast,1990,3,USA,"Animation, Family, Fantasy"
Deidra &amp; Laney Rob a Train,2010,3,USA,"Comedy, Crime, Drama"
Power Rangers,2010,3,USA,"Action, Adventure, Fantasy"
Life,2010,3,USA,"Biography, Drama"
Ghost in the Shell,2010,3,USA,"Action, Crime, Drama"
"Boss Baby, The",2010,1,USA,"Animation, Adventure, Comedy"
Unlocked,2010,3,USA,"Action, Thriller"
I Don&#39;t Feel at Home in This World Anymore,2010,3,USA,"Comedy, Crime, Drama"
"Fate of the Furious, The",2010,3,USA,"Action, Crime, Thriller"
"Discovery, The",2010,3,USA,"Drama, Romance, Sci-Fi"
Unforgettable,2010,3,USA,"Drama, Thriller"
Guardians of the Galaxy Vol. 2,2010,3,USA,"Action, Adventure, Comedy"
"Circle, The",2010,3,USA,"Drama, Mystery, Sci-Fi"
Alien: Covenant,2010,3,USA,"Horror, Sci-Fi, Thriller"
King Arthur,2010,1,USA,"Action, Adventure, Drama"
Pirates of the Caribbean: Dead Men Tell No Tales,2010,1,USA,"Action, Adventure, Fantasy"
Gifted,2010,3,USA,Drama
"Everything, Everything",2010,3,USA,"Drama, Romance"
Snatched,2010,3,USA,"Action, Adventure, Comedy"
T2 Trainspotting,2010,3,USA,"Comedy, Crime, Drama"
"Mummy, The",1990,1,USA,"Action, Adventure, Fantasy"
My Cousin Rachel,2010,3,USA,"Drama, Mystery, Romance"
Megan Leavy,2010,3,USA,"Action, Biography, Drama"
Captain Underpants: The First Epic Movie,2010,1,USA,"Animation, Action, Adventure"
Rough Night,2010,3,USA,Comedy
Annabelle: Creation,2010,3,USA,"Horror, Mystery, Thriller"
Beatriz at Dinner,2010,3,USA,"Comedy, Drama"
"Shack, The",2010,3,USA,"Drama, Fantasy"
Cars 3,2010,3,USA,"Animation, Adventure, Comedy"
Despicable Me 3,2010,3,USA,"Animation, Adventure, Comedy"
Baby Driver,2010,1,USA,"Action, Crime, Drama"
"Big Sick, The",2010,3,USA,"Comedy, Drama, Romance"
Spider-Man: Homecoming,2010,3,USA,"Action, Adventure, Sci-Fi"
Atomic Blonde,2010,3,USA,"Action, Thriller"
"Last Word, The",2010,3,USA,"Comedy, Drama"
"Little Hours, The",2010,3,USA,"Comedy, Romance"
It Comes at Night,2010,3,USA,"Drama, Horror, Mystery"
War for the Planet of the Apes,2010,1,USA,"Action, Adventure, Drama"
Okja,2010,3,USA,"Action, Adventure, Drama"
Wind River,2010,3,USA,"Crime, Drama, Mystery"
"Beguiled, The",2010,3,USA,"Drama, History, Thriller"
Wish Upon,2010,3,USA,"Drama, Fantasy, Horror"
Dunkirk,2010,0,USA,"Action, Drama, History"
Valerian and the City of a Thousand Planets,2010,1,USA,"Action, Adventure, Fantasy"
Detroit,2010,2,USA,"Crime, Drama, History"
"Incredible Jessica James, The",2010,3,USA,Comedy
Girls Trip,2010,3,USA,"Adventure, Comedy, Drama"
"Dark Tower, The",2010,1,USA,"Action, Adventure, Fantasy"
"Emoji Movie, The",2010,1,USA,"Animation, Adventure, Comedy"
To the bone,2010,3,USA,Drama
"Hitman&#39;s Bodyguard, The",2010,3,USA,"Action, Comedy, Crime"
American Made,2010,1,USA,"Action, Comedy, Crime"
Logan Lucky,2010,3,USA,"Action, Comedy, Crime"
Tulip Fever,2010,3,USA,"Drama, History, Romance"
Naked,2010,2,USA,"Comedy, Fantasy, Romance"
Death Note,2010,0,USA,"Crime, Drama, Fantasy"
What Happened to Monday,2010,3,USA,"Action, Crime, Fantasy"
It,1990,1,USA,"Drama, Horror, Mystery"
Mother!,2010,2,USA,"Drama, Horror, Mystery"
"I, Tonya",2010,3,USA,"Biography, Comedy, Drama"
Ingrid Goes West,2010,3,USA,"Comedy, Drama"
Amityville: The Awakening,2010,3,USA,"Horror, Thriller"
"Wall, The",2010,0,USA,"Action, Drama, Thriller"
Geostorm,2010,3,USA,"Action, Sci-Fi, Thriller"
"Foreigner, The",2010,1,USA,"Action, Thriller"
Revelator,2010,3,USA,Horror
Kingsman: The Golden Circle,2010,1,USA,"Action, Adventure, Comedy"
American Assassin,2010,3,USA,"Action, Thriller"
Happy Death Day,2010,3,USA,"Comedy, Horror, Mystery"
Battle of the Sexes,2010,3,USA,"Biography, Comedy, Drama"
Band Aid,2010,3,USA,"Comedy, Drama, Music"
Lady Bird,2010,3,USA,"Comedy, Drama"
Blade Runner 2049,2010,3,USA,"Action, Drama, Mystery"
Gerald&#39;s Game,2010,3,USA,"Drama, Horror, Thriller"
My Little Pony: The Movie,2010,3,USA,"Animation, Adventure, Comedy"
Good Time,2010,3,USA,"Crime, Drama, Thriller"
Professor Marston and the Wonder Women,2010,3,USA,"Biography, Drama, History"
Victoria &amp; Abdul,2010,2,USA,"Biography, Comedy, Drama"
Home Again,2010,3,USA,"Comedy, Drama, Romance"
Wheelman,2010,1,USA,"Action, Crime, Thriller"
Only the Brave,2010,2,USA,"Action, Biography, Drama"
"Death of Stalin, The",2010,1,USA,"Comedy, Drama, History"
Thor: Ragnarok,2010,1,USA,"Action, Adventure, Comedy"
47 Meters Down,2010,3,USA,"Horror, Mystery, Thriller"
Jigsaw,2010,3,USA,"Horror, Mystery, Thriller"
"Mad Ones, The",2010,3,USA,"Comedy, Drama"
Pokemon the Movie: I Choose You!,2010,3,USA,"Animation, Action, Adventure"
"Meyerowitz Stories (new and selected), The",2010,1,USA,"Comedy, Drama"
"Florida Project, The",2010,3,USA,Drama
Marshall,2010,1,USA,"Biography, Crime, Drama"
Wonder,2010,3,USA,"Drama, Family"
Justice League,2010,3,USA,"Action, Adventure, Fantasy"
Sand Castle,2010,0,USA,"Action, Drama, War"
"Man with the Iron Heart, The",2010,1,USA,"Action, Biography, Thriller"
"Punisher, The",1980,1,USA,"Action, Crime, Thriller"
Murder on the Orient Express,2010,3,USA,"Crime, Drama, Mystery"
Coco,2010,3,USA,"Animation, Adventure, Drama"
Transformers: The Last Knight,2010,1,USA,"Action, Adventure, Sci-Fi"
"Nut Job 2: Nutty By Nature, The",2010,3,USA,"Animation, Adventure, Comedy"
Psych: The Movie,2010,3,USA,"Comedy, Crime, Mystery"
"Only Living Boy in New York, The",2010,1,USA,Drama
A Christmas Prince,2010,3,USA,"Comedy, Family, Romance"
El Camino Christmas,2010,2,USA,"Comedy, Crime, Western"
Star Wars: The Last Jedi,2010,3,USA,"Action, Adventure, Fantasy"
Molly&#39;s Game,2010,3,USA,"Biography, Crime, Drama"
"Disaster Artist, The",2010,3,USA,"Biography, Comedy, Drama"
"Shape of Water, The",2010,3,USA,"Drama, Fantasy, Romance"
"Three Billboards Outside Ebbing, Missouri",2010,3,USA,"Comedy, Crime, Drama"
Wonder Wheel,2010,3,USA,"Drama, Romance"
Mudbound,2010,3,USA,"Drama, War"
Kidnap,2010,3,USA,"Action, Crime, Thriller"
Jumanji: Welcome to the Jungle,2010,3,USA,"Action, Adventure, Comedy"
Bright,2010,3,USA,"Action, Fantasy, Thriller"
Call Me by Your Name,2010,3,USA,"Drama, Romance"
Wilson,2010,3,USA,"Comedy, Drama"
All the Money in the World,2010,2,USA,"Crime, Drama, History"
Downsizing,2010,1,USA,"Drama, Fantasy, Sci-Fi"
Bushwick,2010,3,USA,"Action, Thriller"
Creep 2,2010,0,USA,"Crime, Drama, Horror"
"Greatest Showman, The",2010,3,USA,"Biography, Drama, Musical"
"Dinner, The",2010,3,USA,"Crime, Drama, Thriller"
Pitch Perfect 3,2010,3,USA,"Comedy, Music"
Cherry Pop,2010,0,USA,"Comedy, Musical"
Disco,2010,3,USA,"Comedy, Drama"
"Jesus, Bro!",2010,1,USA,"Comedy, Fantasy"
Descendants 2,2010,3,USA,"Action, Adventure, Family"
A Ghost Story,2010,1,USA,"Drama, Fantasy, Mystery"
Phantom Thread,2010,3,USA,"Drama, Romance"
Darkest Hour,2010,2,USA,"Drama, War"
Hostiles,2010,3,USA,"Drama, Western"
Daddy&#39;s Home 2,2010,3,USA,Comedy
"Roman J. Israel, Esq.",2010,3,USA,"Crime, Drama, Thriller"
Beach Rats,2010,3,USA,Drama
Mayhem,2010,3,USA,"Action, Comedy, Horror"
Ferdinand,2010,3,USA,"Animation, Adventure, Comedy"
Loving Vincent,2010,1,USA,"Animation, Drama, Mystery"
Mom and Dad,2010,3,USA,"Comedy, Horror, Thriller"
1922,2010,1,USA,"Crime, Drama, Horror"
Going In Style,2010,1,USA,"Comedy, Crime"
"Killing of a Sacred Deer, The",2010,3,USA,"Drama, Horror, Mystery"
Fun Mom Dinner,2010,3,USA,Comedy
A Bad Moms Christmas,2010,3,USA,Comedy
Thoroughbreds,2010,3,USA,"Comedy, Crime, Drama"
"Post, The",2010,3,USA,"Biography, Drama, History"
Lucky,2010,2,USA,"Comedy, Drama, Western"
I Kill Giants,2010,3,USA,"Drama, Fantasy, Thriller"
My Friend Dahmer,2010,1,USA,"Biography, Drama, Horror"
"Glass Castle, The",2010,3,USA,"Biography, Drama"
Baywatch,2010,1,USA,"Action, Comedy, Crime"
Fist Fight,2010,3,USA,Comedy
How to Be a Latin Lover,2010,2,USA,"Comedy, Drama"
Flower,2010,3,USA,"Comedy, Drama"
You Get Me,2010,3,USA,"Crime, Drama, Mystery"
A Dog&#39;s Purpose,2010,1,USA,"Adventure, Comedy, Drama"
All Eyez On Me,2010,1,USA,"Biography, Drama, Music"
Sharknado 5: Global Swarming,2010,3,USA,"Action, Adventure, Comedy"
"Endless, The",2010,1,USA,"Drama, Fantasy, Horror"
"Breadwinner, The",2010,3,USA,"Animation, Drama, Family"
Diary of a Wimpy Kid: The Long Haul,2010,0,USA,"Adventure, Comedy, Family"
First Reformed,2010,1,USA,"Drama, Mystery, Thriller"
"Mountain Between Us, The",2010,3,USA,"Drama, Thriller"
That&#39;s Not Me,2010,3,USA,Comedy
Disobedience,2010,3,USA,Drama
Gemini,2010,3,USA,"Crime, Drama, Mystery"
Signature Move,2010,3,USA,"Comedy, Drama, Romance"
Mark Felt: The Man Who Brought Down the White House,2010,2,USA,"Biography, Drama, History"
Rings,2010,2,USA,"Drama, Horror, Mystery"
"Wife, The",2010,3,USA,Drama
Unicorn Store,2010,3,USA,"Comedy, Drama, Fantasy"
Mr. Roosevelt,2010,3,USA,Comedy
Mary Shelley,2010,3,USA,"Biography, Drama, History"
War Machine,2010,0,USA,"Comedy, Drama, War"
Burning Sands,2010,2,USA,Drama
Princess Cyd,2010,3,USA,"Drama, Romance"
Sun Dogs,2010,2,USA,"Comedy, Drama"
"Lears, The",2010,3,USA,"Comedy, Drama"
A Royal Winter,2010,3,USA,"Drama, Family, Romance"
Get My Gun,2010,3,USA,"Horror, Thriller"
Stephanie,2010,3,USA,"Horror, Mystery"
12 feet deep,2010,3,USA,"Horror, Thriller"
What Did Jack Do?,2010,0,USA,"Short, Comedy, Crime"
Bigfoot: Blood Trap,2010,0,USA,"Drama, Thriller"
Novitiate,2010,3,USA,Drama
Landline,2010,3,USA,"Comedy, Drama"
"Female Brain, The",2010,3,USA,Comedy
Tragedy Girls,2010,3,USA,"Comedy, Crime, Horror"
Different Flowers,2010,3,USA,Drama
Outside In,2010,3,USA,Drama
"Assignment, The",2010,1,USA,"Action, Crime, Thriller"
Dead Body,2010,2,USA,"Horror, Mystery"
Cult of Chucky,2010,3,USA,"Horror, Thriller"
Columbus,2010,3,USA,Drama
Ocean&#39;s 8,2010,3,USA,"Action, Comedy, Crime"
Truth or Dare,2010,3,USA,"Horror, Mystery, Thriller"
Leave No Trace,2010,3,USA,"Adventure, Drama"
Pacific Rim: Uprising,2010,3,USA,"Action, Adventure, Sci-Fi"
Red Sparrow,2010,3,USA,"Action, Drama, Thriller"
Hereditary,2010,3,USA,"Drama, Horror, Mystery"
Maze Runner: The Death Cure,2010,3,USA,"Action, Adventure, Sci-Fi"
Black Panther,2010,3,USA,"Action, Adventure, Sci-Fi"
Early Man,2010,1,USA,"Animation, Adventure, Comedy"
Annihilation,2010,3,USA,"Adventure, Drama, Horror"
Game Night,2010,3,USA,"Action, Adventure, Comedy"
"Cloverfield Paradox, The",2010,3,USA,"Action, Horror, Sci-Fi"
"Love, Simon",2010,1,USA,"Comedy, Drama"
Hearts Beat Loud,2010,3,USA,"Comedy, Drama, Music"
Z-O-M-B-I-E-S,2010,3,USA,"Adventure, Family, Fantasy"
Isle of Dogs,2010,3,USA,"Animation, Adventure, Comedy"
When We First Met,2010,2,USA,"Comedy, Fantasy, Romance"
Tomb Raider,2010,3,USA,"Action, Adventure, Fantasy"
Ready Player One,2010,3,USA,"Action, Adventure, Sci-Fi"
My Little Pony Equestria Girls: Forgotten Friendship,2010,3,USA,"Animation, Adventure, Comedy"
"Titan, The",2010,2,USA,"Drama, Mystery, Romance"
Life of the Party,2010,3,USA,Comedy
A Quiet Place,2010,3,USA,"Drama, Horror, Sci-Fi"
Avengers: Infinity War,2010,3,USA,"Action, Adventure, Sci-Fi"
"Guernsey Literary and Potato Peel Pie Society, The",2010,3,USA,"Drama, Romance, War"
Sorry to Bother You,2010,1,USA,"Comedy, Drama, Fantasy"
"Kissing Booth, The",2010,3,USA,"Comedy, Romance"
Pass Over,2010,0,USA,Drama
Deadpool 2,2010,2,USA,"Action, Adventure, Comedy"
Ant-Man and the Wasp,2010,3,USA,"Action, Adventure, Comedy"
Tully,2000,0,USA,Drama
American Animals,2010,1,USA,"Biography, Crime, Drama"
Solo: A Star Wars Story,2010,2,USA,"Action, Adventure, Sci-Fi"
"Man Who Killed Don Quixote, The",2010,1,USA,"Adventure, Comedy, Drama"
Tag,2010,3,USA,"Action, Comedy"
Incredibles 2,2010,3,USA,"Animation, Action, Adventure"
Alex Strangelove,2010,2,USA,"Comedy, Drama, Romance"
Set It Up,2010,3,USA,"Comedy, Romance"
Jurassic World: Fallen Kingdom,2010,3,USA,"Action, Adventure, Sci-Fi"
Mamma Mia! Here We Go Again,2010,3,USA,"Comedy, Musical, Romance"
Mission Impossible: Fallout,2010,1,USA,"Action, Adventure, Thriller"
"First Purge , The",2010,3,USA,"Action, Horror, Sci-Fi"
Teen Titans Go! To the Movies,2010,3,USA,"Animation, Action, Adventure"
Blindspotting,2010,1,USA,"Comedy, Crime, Drama"
Eighth Grade,2010,3,USA,"Comedy, Drama"
"Spy Who Dumped Me, The",2010,3,USA,"Action, Adventure, Comedy"
Christopher Robin,2010,2,USA,"Adventure, Comedy, Drama"
I Feel Pretty,2010,3,USA,"Comedy, Romance"
BlacKkKlansman,2010,3,USA,"Biography, Comedy, Crime"
"Meg, The",2010,3,USA,"Action, Horror, Sci-Fi"
Crazy Rich Asians,2010,3,USA,"Comedy, Drama, Romance"
"Darkest Minds, The",2010,3,USA,"Action, Adventure, Drama"
Rampage,2010,3,USA,"Action, Adventure, Sci-Fi"
To All the Boys I&#39;ve Loved Before,2010,3,USA,"Comedy, Drama, Romance"
Alpha,2010,0,USA,"Action, Adventure, Drama"
6 Balloons,2010,3,USA,Drama
Slender Man,2010,3,USA,"Horror, Mystery, Thriller"
"Predator, The",2010,1,USA,"Action, Adventure, Sci-Fi"
A Simple Favor,2010,3,USA,"Comedy, Crime, Mystery"
Nappily Ever Aftet,2010,3,USA,"Comedy, Drama, Romance"
Johnny English Strikes Again,2010,1,USA,"Action, Adventure, Comedy"
"House with a Clock in Its Walls, The",2010,1,USA,"Comedy, Family, Fantasy"
Smallfoot,2010,3,USA,"Animation, Adventure, Comedy"
A Star Is Born,1950,1,USA,"Drama, Musical, Romance"
Venom,2010,1,USA,"Action, Adventure, Sci-Fi"
Blockers,2010,3,USA,"Comedy, Drama"
Sierra Burgess Is a Loser,2010,3,USA,"Comedy, Drama, Romance"
Apostle,2010,3,USA,"Drama, Fantasy, Horror"
First Man,2010,3,USA,"Biography, Drama, History"
Halloween,1970,3,USA,"Horror, Thriller"
"Girl in the Spider&#39;s Web, The",2010,3,USA,"Action, Adventure, Crime"
A Wrinkle in Time,2010,3,USA,"Adventure, Drama, Family"
Mandy,2010,3,USA,"Action, Fantasy, Horror"
Bohemian Rhapsody,2010,2,USA,"Biography, Drama, Music"
Suspiria,2010,3,USA,"Drama, Fantasy, Horror"
Searching,2010,1,USA,"Drama, Mystery, Thriller"
Book Club,2010,3,USA,"Comedy, Drama, Romance"
Spider-Man : Into the Spider-Verse,2010,1,USA,"Animation, Action, Adventure"
Fantastic Beasts: The Crimes of Grindelwald,2010,2,USA,"Adventure, Family, Fantasy"
Can You Ever Forgive Me?,2010,3,USA,"Biography, Comedy, Crime"
Please Stand By,2010,3,USA,"Comedy, Drama"
"Favourite, The",2010,3,USA,"Biography, Comedy, Drama"
Widows,2010,3,USA,"Crime, Drama, Thriller"
Ralph Breaks the Internet,2010,3,USA,"Animation, Adventure, Comedy"
Hold the Dark,2010,1,USA,"Action, Crime, Drama"
Aquaman,2010,3,USA,"Action, Adventure, Fantasy"
"Ballad of Buster Scruggs, The",2010,1,USA,"Comedy, Drama, Musical"
"Hate U Give, The",2010,3,USA,"Crime, Drama"
Mid90s,2010,1,USA,"Comedy, Drama"
Dog Days,2010,3,USA,"Comedy, Drama, Romance"
Green Book,2010,1,USA,"Biography, Comedy, Drama"
Dumplin&#39;,2010,3,USA,"Comedy, Drama"
Creed II,2010,3,USA,"Action, Drama, Sport"
Wildling,2010,3,USA,"Drama, Fantasy, Horror"
Colette,2010,3,USA,"Biography, Drama, History"
Roma,2010,3,USA,Drama
Mortal Engines,2010,3,USA,"Action, Adventure, Fantasy"
Mary Queen of Scots,2010,3,USA,"Biography, Drama, History"
Bird Box,2010,3,USA,"Horror, Mystery, Sci-Fi"
Mary Poppins Returns,2010,3,USA,"Adventure, Comedy, Family"
Vice,2010,3,USA,"Action, Sci-Fi, Thriller"
"Old Man &amp; the Gun, The",2010,1,USA,"Biography, Comedy, Crime"
Skate Kitchen,2010,3,USA,Drama
Free Solo,2010,1,USA,"Documentary, Adventure, Sport"
Overboard,1980,3,USA,"Comedy, Romance"
Bumblebee,2010,3,USA,"Action, Adventure, Sci-Fi"
On the Basis of Sex,2010,3,USA,"Biography, Drama"
If Beale Street Could Talk,2010,3,USA,"Drama, Romance"
Ben Is Back,2010,3,USA,Drama
"Miseducation of Cameron Post, The",2010,3,USA,"Comedy, Drama"
Dude,2010,3,USA,"Comedy, Drama"
"Sisters Brothers, The",2010,1,USA,"Drama, Western"
Stan &amp; Ollie,2010,3,USA,"Biography, Comedy, Drama"
"Mule, The",2010,2,USA,"Crime, Drama, Thriller"
First Match,2010,3,USA,"Drama, Sport"
Cam,2010,3,USA,"Drama, Horror, Mystery"
"Nutcracker and the Four Realms, The",2010,3,USA,"Adventure, Family, Fantasy"
A private war,2010,1,USA,"Biography, Drama, War"
"Miracle Season, The",2010,3,USA,"Drama, Sport"
Assassination Nation,2010,3,USA,"Action, Comedy, Crime"
Greta,2010,3,USA,"Drama, Mystery, Thriller"
Instant Family,2010,3,USA,"Comedy, Drama"
Vox Lux,2010,3,USA,"Drama, Music"
Robin Hood,1970,3,USA,"Animation, Adventure, Comedy"
Don&#39;t Leave Home,2010,3,USA,"Horror, Mystery, Thriller"
Bullitt County,2010,3,USA,"Action, Drama, Thriller"
Destination Wedding,2010,0,USA,"Comedy, Drama, Romance"
Destroyer,2010,3,USA,"Action, Crime, Drama"
My Little Pony Equestria Girls: Rollercoaster of Friendship,2010,3,USA,"Animation, Comedy, Drama"
"Front Runner, The",2010,2,USA,"Biography, Drama, History"
